mlb_game_pk,date_played,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi,away_bats_pi,away_pitch_pi,home_bats_pi,home_pitch_pi
746027,8/19/2024,0.76700000000000000,0.7084997389506227,0.6599999999999999,0.7201174283127336,0.7670,0.7085,0.6600,0.7201
746028,8/21/2024,0.76600000000000000,0.8121620969895533,0.66100000000000000,0.8270551990111839,0.7660,0.8122,0.6610,0.8271
746029,8/20/2024,0.76800000000000000,0.7539585614207999,0.66100000000000000,0.7844502930932105,0.7680,0.7540,0.6610,0.7845
746030,8/8/2024,0.70600000000000000,0.6210709690322401,0.6579999999999999,0.8086798055401323,0.7060,0.6211,0.6580,0.8087
746031,8/7/2024,0.7050000000000001,0.7174692464881351,0.65700000000000000,0.7051936638760634,0.7050,0.7175,0.6570,0.7052
746032,8/9/2024,0.74200000000000000,0.7980852920616222,0.65700000000000000,0.7915200582524857,0.7420,0.7981,0.6570,0.7915
746033,8/6/2024,0.70200000000000000,0.6910479114658464,0.6579999999999999,0.78125085165431000,0.7020,0.6910,0.6580,0.7813
746034,7/22/2024,0.73900000000000000,0.7137245259705762,0.64100000000000000,0.8571286901605453,0.7390,0.7137,0.6410,0.8571
746035,7/24/2024,0.76900000000000000,0.72997346859251200,0.6459999999999999,0.8271194066166686,0.7690,0.7300,0.6460,0.8271
746036,7/23/2024,0.77000000000000000,0.6729178378899154,0.6439999999999999,0.6834163327551481,0.7700,0.6729,0.6440,0.6834
746037,7/25/2024,0.76600000000000000,0.6367282335650815,0.64700000000000000,0.8051704975793779,0.7660,0.6367,0.6470,0.8052
746038,8/5/2024,0.6970000000000001,0.6815625406943485,0.65700000000000000,0.8165595092179059,0.6970,0.6816,0.6570,0.8166
746039,7/7/2024,0.63300000000000000,0.7572631257838489,0.63100000000000000,0.7582720888137142,0.6330,0.7573,0.6310,0.7583
746040,7/19/2024,0.74300000000000000,0.6614979603736395,0.63900000000000000,0.81957186172637100,0.7430,0.6615,0.6390,0.8196
746041,7/20/2024,0.74400000000000000,0.6676274398681714,0.64100000000000000,0.81854229300280900,0.7440,0.6676,0.6410,0.8185
746042,7/21/2024,0.74200000000000000,0.6959550593682473,0.63900000000000000,0.7901222621169917,0.7420,0.6960,0.6390,0.7901
746043,7/4/2024,0.74700000000000000,0.7212960936608478,0.63100000000000000,0.7119504680774098,0.7470,0.7213,0.6310,0.7120
746044,7/6/2024,0.63500000000000000,0.6331445704540948,0.63000000000000000,0.8220479971421146,0.6350,0.6331,0.6300,0.8220
746045,7/3/2024,0.74600000000000000,0.7413975662025754,0.63200000000000000,0.7862726238233468,0.7460,0.7414,0.6320,0.7863
746046,7/5/2024,0.6339999999999999,0.6650147658062502,0.63100000000000000,0.5307943673826968,0.6340,0.6650,0.6310,0.5308
746047,7/2/2024,0.74400000000000000,0.6767837829129517,0.6319999999999999,0.5295855172537316,0.7440,0.6768,0.6320,0.5296
746048,6/22/2024,0.66900000000000000,0.5943447482542068,0.6379999999999999,0.9765282741183172,0.6690,0.5943,0.6380,0.9765
746049,6/18/2024,0.6779999999999999,0.7019952802077152,0.63300000000000000,0.7650959862143308,0.6780,0.7020,0.6330,0.7651
746050,6/19/2024,0.6799999999999999,0.6890441653591589,0.63700000000000000,0.6929661414491239,0.6800,0.6890,0.6370,0.6930
746051,6/23/2024,0.67300000000000000,0.5989157448377581,0.6339999999999999,0.4439110333617754,0.6730,0.5989,0.6340,0.4439
746052,6/21/2024,0.67100000000000000,0.6238546551634225,0.6379999999999999,0.7985016507837732,0.6710,0.6239,0.6380,0.7985
746053,6/7/2024,0.7130000000000001,0.8329135988297564,0.6419999999999999,0.6896650519329959,0.7130,0.8329,0.6420,0.6897
746054,6/9/2024,0.7190000000000001,0.8084340805296631,0.6399999999999999,0.7965648318152382,0.7190,0.8084,0.6400,0.7966
746055,6/17/2024,0.6779999999999999,0.63628927891646100,0.6319999999999999,0.7528208533193672,0.6780,0.6363,0.6320,0.7528
746056,6/5/2024,0.66900000000000000,0.7311650714079134,0.64500000000000000,0.6775612296291673,0.6690,0.7312,0.6450,0.6776
746057,6/8/2024,0.7130000000000001,0.7405024788057785,0.6439999999999999,0.7819315726907814,0.7130,0.7405,0.6440,0.7819
746058,5/21/2024,0.75600000000000000,0.5297696856520385,0.6399999999999999,0.7982282595325954,0.7560,0.5298,0.6400,0.7982
746059,5/31/2024,0.69800000000000000,0.6874207220607127,0.64100000000000000,0.7525789613262301,0.6980,0.6874,0.6410,0.7526
746060,6/4/2024,0.66500000000000000,0.64736695199313000,0.6419999999999999,0.6927978730120621,0.6650,0.6474,0.6420,0.6928
746061,6/2/2024,0.69800000000000000,0.7207923480163163,0.6459999999999999,0.7933696486191214,0.6980,0.7208,0.6460,0.7934
746062,6/1/2024,0.69600000000000000,0.6632085327601193,0.6479999999999999,0.6792620041206614,0.6960,0.6632,0.6480,0.6793
746063,5/22/2024,0.75800000000000000,0.6666663344959309,0.6419999999999999,0.7290567304699658,0.7580,0.6667,0.6420,0.7291
746064,5/19/2024,0.6719999999999999,0.6380059291222182,0.6379999999999999,0.75945048751664900,0.6720,0.6380,0.6380,0.7595
746065,5/17/2024,0.6739999999999999,0.6248500524730132,0.6220000000000001,0.7610680155882616,0.6740,0.6249,0.6220,0.7611
746066,5/20/2024,0.76100000000000000,0.6874222538103134,0.6399999999999999,0.7147375630599092,0.7610,0.6874,0.6400,0.7147
746067,5/18/2024,0.6679999999999999,0.6250657333417453,0.6299999999999999,0.7647290893497275,0.6680,0.6251,0.6300,0.7647
746068,5/12/2024,0.76500000000000000,0.5240541479661279,0.62600000000000000,0.6934105663863405,0.7650,0.5241,0.6260,0.6934
746069,5/11/2024,0.76500000000000000,0.75765166000603500,0.61900000000000000,0.8099810619326971,0.7650,0.7577,0.6190,0.8100
746070,5/2/2024,0.6759999999999999,0.7140548302872062,0.61000000000000000,0.7326309954205833,0.6760,0.7141,0.6100,0.7326
746071,5/10/2024,0.75500000000000000,0.49735085506626764,0.62100000000000000,0.8193996861000694,0.7550,0.4974,0.6210,0.8194
746072,5/1/2024,0.68500000000000000,0.8084957720277355,0.6100000000000001,0.6944833694866233,0.6850,0.8085,0.6100,0.6945
746073,4/30/2024,0.68700000000000000,0.8465374063522213,0.6080000000000001,0.8297206555796577,0.6870,0.8465,0.6080,0.8297
746074,4/29/2024,0.6990000000000001,0.7655643658415969,0.61500000000000000,0.7750068692277527,0.6990,0.7656,0.6150,0.7750
746075,4/27/2024,0.67300000000000000,0.51088534522176500,0.58900000000000000,0.7222088213569695,0.6730,0.5109,0.5890,0.7222
746076,4/17/2024,0.70400000000000000,0.63100000000000000,0.60600000000000000,0.8420000000000001,0.7040,0.6310,0.6060,0.8420
746077,4/28/2024,0.6859999999999999,0.81501477895599600,0.6000000000000001,0.7504685853581821,0.6860,0.8150,0.6000,0.7505
746078,4/26/2024,0.6779999999999999,0.6425368852459017,0.5940000000000001,0.7085698005698007,0.6780,0.6425,0.5940,0.7086
746079,4/14/2024,0.85300000000000000,0.64800000000000000,0.57900000000000000,0.9249999999999999,0.8530,0.6480,0.5790,0.9250
746080,4/15/2024,0.7050000000000001,0.8089999999999999,0.5940000000000001,0.5940000000000001,0.7050,0.8090,0.5940,0.5940
746081,4/16/2024,0.7010000000000001,0.51600000000000000,0.59900000000000000,0.72100000000000000,0.7010,0.5160,0.5990,0.7210
746082,4/13/2024,0.87700000000000000,0.59400000000000000,0.5700000000000001,0.53700000000000000,0.8770,0.5940,0.5700,0.5370
746083,4/3/2024,0.64100000000000000,1.15400000000000000,0.58500000000000000,1.14300000000000000,0.6410,1.1540,0.5850,1.1430
746084,4/12/2024,0.86400000000000000,1.07100000000000000,0.58100000000000000,0.79300000000000000,0.8640,1.0710,0.5810,0.7930
746085,4/1/2024,0.53300000000000000,0.53300000000000000,0.5800000000000001,0.5800000000000001,0.5330,0.5330,0.5800,0.5800
746086,4/2/2024,0.63200000000000000,0.63200000000000000,0.59600000000000000,0.56400000000000000,0.6320,0.6320,0.5960,0.5640
746087,3/30/2024,0.7889999999999999,0.7889999999999999,0.59100000000000000,0.59100000000000000,0.7890,0.7890,0.5910,0.5910
746088,9/27/2024,0.74700000000000000,0.7166452150018109,0.77800000000000000,0.8058068504216539,0.7470,0.7166,0.7780,0.8058
746089,3/28/2024,0.7090000000000001,1.00000000000000000,0.7230000000000001,1.00000000000000000,0.7090,1.0000,0.7230,1.0000
746090,3/31/2024,0.8360000000000001,0.8360000000000001,0.5289999999999999,0.5289999999999999,0.8360,0.8360,0.5290,0.5290
746091,3/29/2024,0.78200000000000000,0.78200000000000000,0.54200000000000000,0.54200000000000000,0.7820,0.7820,0.5420,0.5420
746092,9/22/2024,0.70400000000000000,0.9930166220784661,0.77700000000000000,0.6654166284732098,0.7040,0.9930,0.7770,0.6654
746093,9/25/2024,0.74900000000000000,0.6707642688481237,0.77900000000000000,0.7084674709286082,0.7490,0.6708,0.7790,0.7085
746094,9/21/2024,0.70400000000000000,0.8121466679872564,0.77600000000000000,0.6287984688416293,0.7040,0.8121,0.7760,0.6288
746095,9/26/2024,0.74900000000000000,0.64557717286976400,0.77800000000000000,0.6879915139236683,0.7490,0.6456,0.7780,0.6880
746096,9/22/2024,0.70400000000000000,0.8211510252333947,0.77700000000000000,0.8096295052134101,0.7040,0.8212,0.7770,0.8096
746097,9/11/2024,0.71000000000000000,0.65017286225533100,0.76900000000000000,0.6558487514619218,0.7100,0.6502,0.7690,0.6558
746098,9/8/2024,0.7090000000000001,0.7091002825639479,0.76800000000000000,0.6803232083883684,0.7090,0.7091,0.7680,0.6803
746099,9/8/2024,0.7090000000000001,0.7225623268322743,0.76800000000000000,0.5812684699836141,0.7090,0.7226,0.7680,0.5813
746100,9/12/2024,0.7090000000000001,0.6910641796529283,0.76900000000000000,0.8270604008864659,0.7090,0.6911,0.7690,0.8271
746101,9/10/2024,0.7070000000000001,0.7570762824167905,0.76900000000000000,0.8086291561739651,0.7070,0.7571,0.7690,0.8086
746102,8/30/2024,0.76100000000000000,0.7756534650213546,0.76400000000000000,0.8240206269605573,0.7610,0.7757,0.7640,0.8240
746103,8/29/2024,0.76300000000000000,0.6627050309324387,0.76500000000000000,0.8115174588753623,0.7630,0.6627,0.7650,0.8115
746104,9/7/2024,0.7090000000000001,0.6125217131792449,0.76800000000000000,0.6914342873999418,0.7090,0.6125,0.7680,0.6914
746105,8/28/2024,0.76300000000000000,0.7771890286067238,0.76600000000000000,0.6718812594763361,0.7630,0.7772,0.7660,0.6719
746106,8/25/2024,0.6759999999999999,0.7218054715832477,0.76700000000000000,0.7111578511428116,0.6760,0.7218,0.7670,0.7112
746107,8/21/2024,0.66700000000000000,0.6145764634298543,0.76400000000000000,0.8016904831501777,0.6670,0.6146,0.7640,0.8017
746108,8/25/2024,0.6759999999999999,0.6916839317031815,0.76700000000000000,0.6854647234361761,0.6760,0.6917,0.7670,0.6855
746109,8/20/2024,0.6699999999999999,0.5679590753026004,0.76400000000000000,0.7212754690590175,0.6700,0.5680,0.7640,0.7213
746110,8/22/2024,0.66700000000000000,0.5964356864254033,0.76600000000000000,0.6747202695583117,0.6670,0.5964,0.7660,0.6747
746111,8/24/2024,0.6759999999999999,0.7666411331919982,0.76700000000000000,0.82649594516962600,0.6760,0.7666,0.7670,0.8265
746112,8/11/2024,0.67700000000000000,0.6218627240498635,0.76500000000000000,0.6539945465080994,0.6770,0.6219,0.7650,0.6540
746113,8/10/2024,0.67500000000000000,0.6993939612857156,0.76400000000000000,0.65020191046813600,0.6750,0.6994,0.7640,0.6502
746114,8/11/2024,0.67700000000000000,0.6980540345107866,0.76500000000000000,0.64090390558413300,0.6770,0.6981,0.7650,0.6409
746115,8/8/2024,0.74900000000000000,0.7072583554011483,0.76600000000000000,0.7153356408075704,0.7490,0.7073,0.7660,0.7153
746116,8/6/2024,0.74900000000000000,0.6623942807794734,0.76600000000000000,0.6414679239274521,0.7490,0.6624,0.7660,0.6415
746117,7/25/2024,0.7030000000000001,0.6890522879365839,0.77400000000000000,0.7387792509076567,0.7030,0.6891,0.7740,0.7388
746118,7/24/2024,0.70400000000000000,0.7219138342853043,0.77400000000000000,0.7081239131900627,0.7040,0.7219,0.7740,0.7081
746119,7/25/2024,0.7030000000000001,0.7094055421774833,0.77400000000000000,0.6267211327631184,0.7030,0.7094,0.7740,0.6267
746120,8/7/2024,0.74700000000000000,0.6511372518324414,0.76800000000000000,0.7738081524940745,0.7470,0.6511,0.7680,0.7738
746121,7/20/2024,0.75000000000000000,0.74190741389053900,0.76900000000000000,0.8600228526181865,0.7500,0.7419,0.7690,0.8600
746122,7/7/2024,0.7290000000000001,0.8164471920917713,0.77700000000000000,0.7379207630754119,0.7290,0.8164,0.7770,0.7379
746123,7/20/2024,0.75000000000000000,0.6984516773393331,0.76900000000000000,0.6824014735370239,0.7500,0.6985,0.7690,0.6824
746124,7/23/2024,0.70600000000000000,0.7149222343459323,0.77500000000000000,0.7492571036866207,0.7060,0.7149,0.7750,0.7493
746125,7/21/2024,0.75100000000000000,0.6503598470219734,0.77000000000000000,0.72008434149731200,0.7510,0.6504,0.7700,0.7201
746126,7/5/2024,0.7310000000000001,0.72122312915858900,0.77600000000000000,0.6505220180424262,0.7310,0.7212,0.7760,0.6505
746127,7/6/2024,0.73400000000000000,0.7268542560432629,0.77200000000000000,0.6224089320648534,0.7340,0.7269,0.7720,0.6224
746128,7/4/2024,0.7230000000000001,0.7752632207144541,0.77600000000000000,0.6306885764620352,0.7230,0.7753,0.7760,0.6307
746129,7/6/2024,0.73400000000000000,0.6450252901092007,0.77200000000000000,0.7007768662063516,0.7340,0.6450,0.7720,0.7008
746130,6/16/2024,0.72500000000000000,0.6807858514135439,0.77400000000000000,0.6145604810367593,0.7250,0.6808,0.7740,0.6146
746131,6/22/2024,0.72800000000000000,0.72841592850417000,0.79200000000000000,0.6064532758814056,0.7280,0.7284,0.7920,0.6065
746132,6/23/2024,0.6910000000000001,0.8754991977304337,0.77800000000000000,0.5825974466682373,0.6910,0.8755,0.7780,0.5826
746133,7/3/2024,0.7230000000000001,0.6390394831071682,0.77500000000000000,0.7617678193078388,0.7230,0.6390,0.7750,0.7618
746134,6/15/2024,0.71000000000000000,0.6319974469799481,0.77500000000000000,0.64586098225913400,0.7100,0.6320,0.7750,0.6459
746135,6/16/2024,0.72500000000000000,0.6314560891012091,0.77400000000000000,0.6210705026985653,0.7250,0.6315,0.7740,0.6211
746136,6/14/2024,0.6890000000000001,0.6621720135148698,0.77800000000000000,0.6162506994366729,0.6890,0.6622,0.7780,0.6163
746137,6/13/2024,0.69000000000000000,0.6478080772313942,0.78100000000000000,0.7385464812157143,0.6900,0.6478,0.7810,0.7385
746138,6/2/2024,0.69800000000000000,0.7135956474935266,0.76300000000000000,0.6417658908160553,0.6980,0.7136,0.7630,0.6418
746139,6/12/2024,0.76300000000000000,0.6958817548421509,0.79300000000000000,0.6792681014347681,0.7630,0.6959,0.7930,0.6793
746140,6/1/2024,0.71200000000000000,0.7046784141643884,0.78900000000000000,0.7442854944378491,0.7120,0.7047,0.7890,0.7443
746141,6/2/2024,0.69800000000000000,0.6869438442930217,0.76300000000000000,0.6429573796694514,0.6980,0.6869,0.7630,0.6430
746142,5/19/2024,0.66500000000000000,0.7026456534870558,0.78200000000000000,0.72180162688122000,0.6650,0.7026,0.7820,0.7218
746143,5/23/2024,0.71600000000000000,0.8322252127467593,0.77100000000000000,0.5892134278186608,0.7160,0.8322,0.7710,0.5892
746144,5/19/2024,0.66500000000000000,0.6509802787699135,0.78200000000000000,0.6313845667930049,0.6650,0.6510,0.7820,0.6314
746145,5/22/2024,0.7130000000000001,0.6906662707995197,0.77600000000000000,0.6488342165464918,0.7130,0.6907,0.7760,0.6488
746146,5/21/2024,0.72800000000000000,0.68278019462675000,0.79400000000000000,0.6124853006483701,0.7280,0.6828,0.7940,0.6125
746147,5/8/2024,0.62600000000000000,0.7801901437383563,0.81500000000000000,0.6013386657316708,0.6260,0.7802,0.8150,0.6013
746148,5/18/2024,0.66500000000000000,0.7022709170355237,0.78000000000000000,0.6522587351502447,0.6650,0.7023,0.7800,0.6523
746149,5/7/2024,0.70600000000000000,0.8120265751249358,0.80200000000000000,0.7811377416951014,0.7060,0.8120,0.8020,0.7811
746150,5/17/2024,0.73100000000000000,0.6940031709412198,0.78800000000000000,0.5845258629734551,0.7310,0.6940,0.7880,0.5845
746151,5/8/2024,0.62600000000000000,0.77931601932152300,0.81500000000000000,0.6469260447181417,0.6260,0.7793,0.8150,0.6469
746152,5/4/2024,0.83200000000000000,0.6421089743589743,0.7969999999999999,0.6476970821509132,0.8320,0.6421,0.7970,0.6477
746153,5/5/2024,0.75700000000000000,0.5884284740481059,0.79200000000000000,0.6686392585714778,0.7570,0.5884,0.7920,0.6686
746154,4/21/2024,0.72800000000000000,0.61800000000000000,0.75000000000000000,0.63200000000000000,0.7280,0.6180,0.7500,0.6320
746155,5/5/2024,0.75700000000000000,0.7750997125434093,0.79200000000000000,0.5857864557587741,0.7570,0.7751,0.7920,0.5858
746156,4/20/2024,0.7250000000000001,0.40600000000000000,0.79300000000000000,0.72500000000000000,0.7250,0.4060,0.7930,0.7250
746157,4/17/2024,0.7050000000000001,0.97600000000000000,0.76600000000000000,0.61100000000000000,0.7050,0.9760,0.7660,0.6110
746158,4/16/2024,0.7110000000000001,0.47400000000000000,0.79600000000000000,0.63200000000000000,0.7110,0.4740,0.7960,0.6320
746159,4/17/2024,0.7050000000000001,0.69400000000000000,0.76600000000000000,0.76600000000000000,0.7050,0.6940,0.7660,0.7660
746160,4/20/2024,0.7250000000000001,0.62100000000000000,0.79300000000000000,0.61300000000000000,0.7250,0.6210,0.7930,0.6130
746161,4/14/2024,0.75900000000000000,0.6679999999999999,0.80200000000000000,0.72500000000000000,0.7590,0.6680,0.8020,0.7250
746162,4/13/2024,0.74600000000000000,0.76900000000000000,0.79900000000000000,0.54400000000000000,0.7460,0.7690,0.7990,0.5440
746163,4/4/2024,0.76500000000000000,0.9189999999999999,0.88400000000000000,0.49800000000000000,0.7650,0.9190,0.8840,0.4980
746164,4/14/2024,0.75900000000000000,0.7210000000000001,0.80200000000000000,0.5449999999999999,0.7590,0.7210,0.8020,0.5450
746165,3/28/2024,0.74400000000000000,1.00000000000000000,0.7989999999999999,1.00000000000000000,0.7440,1.0000,0.7990,1.0000
746166,3/31/2024,0.40000000000000000,0.40000000000000000,0.96600000000000000,0.96600000000000000,0.4000,0.4000,0.9660,0.9660
746167,3/30/2024,0.73900000000000000,1.1099999999999999,0.8009999999999999,0.24300000000000000,0.7390,1.1100,0.8010,0.2430
746168,3/31/2024,0.40000000000000000,0.54400000000000000,0.96600000000000000,0.29400000000000000,0.4000,0.5440,0.9660,0.2940
746169,4/3/2024,0.7749999999999999,0.8140000000000001,0.89100000000000000,1.00000000000000000,0.7750,0.8140,0.8910,1.0000
746170,4/2/2024,0.70000000000000000,0.61800000000000000,0.8009999999999999,0.61300000000000000,0.7000,0.6180,0.8010,0.6130
746171,9/29/2024,0.6839999999999999,0.7073015128619798,0.67300000000000000,0.7716462657587775,0.6840,0.7073,0.6730,0.7716
746172,9/18/2024,0.62300000000000000,0.7627672684608502,0.67300000000000000,0.81581429060295000,0.6230,0.7628,0.6730,0.8158
746173,9/28/2024,0.6819999999999999,0.7211516331496488,0.67300000000000000,0.8005290813937368,0.6820,0.7212,0.6730,0.8005
746174,9/29/2024,0.6839999999999999,0.6943190556067564,0.67300000000000000,0.7580921861485193,0.6840,0.6943,0.6730,0.7581
746176,9/18/2024,0.62300000000000000,0.7256965773930786,0.67300000000000000,0.77045706555728400,0.6230,0.7257,0.6730,0.7705
746177,9/15/2024,0.74300000000000000,0.74673110634445700,0.6739999999999999,0.7074075656364082,0.7430,0.7467,0.6740,0.7074
746178,9/5/2024,0.77000000000000000,0.8176407992436177,0.67500000000000000,0.7676925637201508,0.7700,0.8176,0.6750,0.7677
746179,9/17/2024,0.6200000000000001,0.77723227000744600,0.67300000000000000,0.7595007092682806,0.6200,0.7772,0.6730,0.7595
746180,9/15/2024,0.74300000000000000,0.65953697661125800,0.6739999999999999,0.9252043100348459,0.7430,0.6595,0.6740,0.9252
746181,9/14/2024,0.74100000000000000,0.7046288952234725,0.6759999999999999,0.69347844319112300,0.7410,0.7046,0.6760,0.6935
746182,9/1/2024,0.6679999999999999,0.5641516843134754,0.67500000000000000,0.7071632409578243,0.6680,0.5642,0.6750,0.7072
746183,9/1/2024,0.6679999999999999,0.6222554770563492,0.67500000000000000,0.7009832296123701,0.6680,0.6223,0.6750,0.7010
746184,8/31/2024,0.66700000000000000,0.6522764453724018,0.6739999999999999,0.7084247811879039,0.6670,0.6523,0.6740,0.7084
746185,9/4/2024,0.77200000000000000,0.8068520680079923,0.67700000000000000,0.77562858975381400,0.7720,0.8069,0.6770,0.7756
746186,8/18/2024,0.72000000000000000,0.7337531230438163,0.6839999999999999,0.89226193086429100,0.7200,0.7338,0.6840,0.8923
746187,8/14/2024,0.6970000000000001,0.7275231791881906,0.6859999999999999,0.6768032822654642,0.6970,0.7275,0.6860,0.6768
746188,8/15/2024,0.6970000000000001,0.7273733256553229,0.68500000000000000,0.67884244793006900,0.6970,0.7274,0.6850,0.6788
746189,8/17/2024,0.72000000000000000,0.6777158092643475,0.6839999999999999,0.67444051497845900,0.7200,0.6777,0.6840,0.6744
746190,8/18/2024,0.72000000000000000,0.61303709261705400,0.6839999999999999,0.7598033979721317,0.7200,0.6130,0.6840,0.7598
746191,8/4/2024,0.74500000000000000,0.7142983337420198,0.68300000000000000,0.7555275983828633,0.7450,0.7143,0.6830,0.7555
746192,8/13/2024,0.69600000000000000,0.8079950293984139,0.68800000000000000,0.7679569124079846,0.6960,0.8080,0.6880,0.7680
746193,8/3/2024,0.74500000000000000,0.7019329555650986,0.6839999999999999,0.6765910674582742,0.7450,0.7019,0.6840,0.6766
746194,8/4/2024,0.74500000000000000,0.7316486924729726,0.68300000000000000,0.6833723331860233,0.7450,0.7316,0.6830,0.6834
746195,7/28/2024,0.7050000000000001,0.6352950255134315,0.6819999999999999,0.6743847182109504,0.7050,0.6353,0.6820,0.6744
746196,8/2/2024,0.7090000000000001,0.7924906338145401,0.68500000000000000,0.6697184932755531,0.7090,0.7925,0.6850,0.6697
746197,7/31/2024,0.71000000000000000,0.78574079312750400,0.6819999999999999,0.7567467410174773,0.7100,0.7857,0.6820,0.7567
746198,8/1/2024,0.7090000000000001,0.8478108166752303,0.68500000000000000,0.7491830294049288,0.7090,0.8478,0.6850,0.7492
746199,7/26/2024,0.70200000000000000,0.8046835012889857,0.6819999999999999,0.8683729720410334,0.7020,0.8047,0.6820,0.8684
746200,7/27/2024,0.70400000000000000,0.7171626652318519,0.68100000000000000,0.6820729720410335,0.7040,0.7172,0.6810,0.6821
746201,7/14/2024,0.67100000000000000,0.6050716599474446,0.6890000000000001,0.7005701686571149,0.6710,0.6051,0.6890,0.7006
746202,7/14/2024,0.67100000000000000,0.6277280136880272,0.6890000000000001,0.6843405927538524,0.6710,0.6277,0.6890,0.6843
746203,7/28/2024,0.7050000000000001,0.76399182994175700,0.6819999999999999,0.6775810652698009,0.7050,0.7640,0.6820,0.6776
746204,7/12/2024,0.6639999999999999,0.6656352923113189,0.68800000000000000,0.7101835819044509,0.6640,0.6656,0.6880,0.7102
746205,7/11/2024,0.69800000000000000,0.6715627632818836,0.6859999999999999,0.7453271457111317,0.6980,0.6716,0.6860,0.7453
746206,7/10/2024,0.69800000000000000,0.6022855169227128,0.68500000000000000,0.7460630715794752,0.6980,0.6023,0.6850,0.7461
746207,7/13/2024,0.67100000000000000,0.5304383228537731,0.6859999999999999,0.6803071316810273,0.6710,0.5304,0.6860,0.6803
746208,7/9/2024,0.69600000000000000,0.6890670308096947,0.68500000000000000,0.6619373021462038,0.6960,0.6891,0.6850,0.6619
746209,6/30/2024,0.6639999999999999,0.7244207948345307,0.6970000000000001,0.6852560614674696,0.6640,0.7244,0.6970,0.6853
746210,6/28/2024,0.68300000000000000,0.67575068454702200,0.72900000000000000,0.38719648774022536,0.6830,0.6758,0.7290,0.3872
746211,6/30/2024,0.6639999999999999,0.6585833698920094,0.6970000000000001,0.7409622047136355,0.6640,0.6586,0.6970,0.7410
746212,6/26/2024,0.66500000000000000,0.7926558862536446,0.6890000000000001,0.7232768389662028,0.6650,0.7927,0.6890,0.7233
746213,6/26/2024,0.66500000000000000,0.7340578383397354,0.6890000000000001,0.6850430422435214,0.6650,0.7341,0.6890,0.6850
746214,6/29/2024,0.6679999999999999,0.7479836515003091,0.69400000000000000,0.8097602164789044,0.6680,0.7480,0.6940,0.8098
746215,6/18/2024,0.71400000000000000,0.7781039340286164,0.73200000000000000,0.7617546076436001,0.7140,0.7781,0.7320,0.7618
746216,6/9/2024,0.74000000000000000,0.7253059511317869,0.68300000000000000,0.7130282221937796,0.7400,0.7253,0.6830,0.7130
746217,6/19/2024,0.73200000000000000,0.6686181665702517,0.70000000000000000,0.7483623875573396,0.7320,0.6686,0.7000,0.7484
746218,6/25/2024,0.66900000000000000,0.75147447639952400,0.72800000000000000,0.7405356586719782,0.6690,0.7515,0.7280,0.7405
746219,6/20/2024,0.7310000000000001,0.6597130017615107,0.7010000000000001,0.6728714892171845,0.7310,0.6597,0.7010,0.6729
746220,6/8/2024,0.76100000000000000,0.6856780459833557,0.72900000000000000,0.7323256678944174,0.7610,0.6857,0.7290,0.7323
746221,6/6/2024,0.71200000000000000,0.6272869477328098,0.68700000000000000,0.6704943857648163,0.7120,0.6273,0.6870,0.6705
746222,6/5/2024,0.71600000000000000,0.5065747600247716,0.68800000000000000,0.7123272447666573,0.7160,0.5066,0.6880,0.7123
746223,6/9/2024,0.74000000000000000,0.7707226030190555,0.68300000000000000,0.6796854536396131,0.7400,0.7707,0.6830,0.6797
746224,6/4/2024,0.73700000000000000,0.69925292623684400,0.73000000000000000,0.6676996205024739,0.7370,0.6993,0.7300,0.6677
746225,5/31/2024,0.77300000000000000,0.6668095198583914,0.70600000000000000,0.7255310540322921,0.7730,0.6668,0.7060,0.7255
746226,5/26/2024,0.7150000000000001,0.7488715845163805,0.71200000000000000,0.6638374258487086,0.7150,0.7489,0.7120,0.6638
746227,5/25/2024,0.70200000000000000,0.81077983902112600,0.73800000000000000,0.7354518975811419,0.7020,0.8108,0.7380,0.7355
746228,5/30/2024,0.77300000000000000,0.5437098398840443,0.7110000000000001,0.6606045123691533,0.7730,0.5437,0.7110,0.6606
746229,5/29/2024,0.72100000000000000,0.6463269366694939,0.73700000000000000,0.75196366848094900,0.7210,0.6463,0.7370,0.7520
746230,5/26/2024,0.7150000000000001,0.7582069760095896,0.71200000000000000,0.7548326291099072,0.7150,0.7582,0.7120,0.7548
746231,5/16/2024,0.6519999999999999,0.7592406673540859,0.69400000000000000,0.7289720405962705,0.6520,0.7592,0.6940,0.7290
746232,5/12/2024,0.7090000000000001,0.6468876039102887,0.68800000000000000,0.66264005987734800,0.7090,0.6469,0.6880,0.6626
746233,5/14/2024,0.72400000000000000,0.7245049382716051,0.73300000000000000,0.6777911762930774,0.7240,0.7245,0.7330,0.6778
746234,5/12/2024,0.7090000000000001,0.6176283377611085,0.68800000000000000,0.7068887515451174,0.7090,0.6176,0.6880,0.7069
746235,5/15/2024,0.64700000000000000,0.6917488164856586,0.68800000000000000,0.7312950948032049,0.6470,0.6917,0.6880,0.7313
746236,4/30/2024,0.76400000000000000,0.6045056792317269,0.73700000000000000,0.7668584862905053,0.7640,0.6045,0.7370,0.7669
746237,4/28/2024,0.68100000000000000,0.68635879309461600,0.68300000000000000,0.6507407943011704,0.6810,0.6864,0.6830,0.6507
