"game_id","date_played","away_team_id","home_team_id","away_score","home_score","winner","loser","created_at"
"745918","2024-04-25",145,142,3,6,"home","away","2025-05-19 12:45:20.979656-04"
"746724","2024-04-25",143,113,5,0,"away","home","2025-05-19 12:45:20.979656-04"
"746887","2024-04-25",117,112,1,3,"home","away","2025-05-19 12:45:20.979656-04"
"745027","2024-04-25",136,140,4,3,"away","home","2025-05-19 12:45:20.979656-04"
"746564","2024-04-25",135,115,9,10,"home","away","2025-05-19 12:45:20.979656-04"
"744867","2024-04-25",119,120,2,1,"away","home","2025-05-19 12:45:20.979656-04"
"745755","2024-04-25",133,147,3,1,"away","home","2025-05-19 12:45:20.979656-04"
"747125","2024-04-28",114,144,3,4,"home","away","2025-05-19 12:45:21.76712-04"
"747045","2024-04-28",133,110,7,6,"away","home","2025-05-19 12:45:21.76712-04"
"744947","2024-04-28",119,141,1,3,"home","away","2025-05-19 12:45:21.76712-04"
"746483","2024-04-28",118,116,1,4,"home","away","2025-05-19 12:45:21.76712-04"
"745834","2024-04-28",138,121,2,4,"home","away","2025-05-19 12:45:21.76712-04"
"744949","2024-04-26",119,141,12,2,"away","home","2025-05-19 12:45:21.184803-04"
"747050","2024-04-26",133,110,3,2,"away","home","2025-05-19 12:45:21.184803-04"
"745025","2024-04-26",113,140,1,2,"home","away","2025-05-19 12:45:21.184803-04"
"745835","2024-04-26",138,121,4,2,"away","home","2025-05-19 12:45:21.184803-04"
"746078","2024-04-26",120,146,3,1,"away","home","2025-05-19 12:45:21.184803-04"
"746482","2024-04-26",118,116,8,0,"away","home","2025-05-19 12:45:21.184803-04"
"746808","2024-04-26",139,145,4,9,"home","away","2025-05-19 12:45:21.184803-04"
"746000","2024-04-26",147,158,6,7,"home","away","2025-05-19 12:45:21.184803-04"
"747129","2024-04-26",114,144,2,6,"home","away","2025-05-19 12:45:21.184803-04"
"745424","2024-04-26",143,135,9,3,"away","home","2025-05-19 12:45:21.184803-04"
"745347","2024-04-26",134,137,0,3,"home","away","2025-05-19 12:45:21.184803-04"
"746243","2024-04-26",142,108,5,3,"away","home","2025-05-19 12:45:21.184803-04"
