"game_id","date_played","away_team_id","home_team_id","away_score","home_score","winner","loser","created_at"
"745269","2024-04-26",109,136,1,6,"home","away","2025-05-19 12:45:21.184803-04"
"746805","2024-04-28",139,145,2,4,"home","away","2025-05-19 12:45:21.76712-04"
"746001","2024-04-28",147,158,15,5,"away","home","2025-05-19 12:45:21.76712-04"
"745022","2024-04-28",113,140,3,4,"home","away","2025-05-19 12:45:21.76712-04"
"747131","2024-04-27",114,144,4,2,"away","home","2025-05-19 12:45:21.483828-04"
"747052","2024-04-27",133,110,0,7,"home","away","2025-05-19 12:45:21.483828-04"
"746484","2024-04-27",118,116,5,6,"home","away","2025-05-19 12:45:21.483828-04"
"746075","2024-04-27",120,146,11,4,"away","home","2025-05-19 12:45:21.483828-04"
"745833","2024-04-27",138,121,7,4,"away","home","2025-05-19 12:45:21.483828-04"
"746803","2024-04-27",139,145,7,8,"home","away","2025-05-19 12:45:21.483828-04"
"745998","2024-04-27",147,158,15,3,"away","home","2025-05-19 12:45:21.483828-04"
"745020","2024-04-27",113,140,8,4,"away","home","2025-05-19 12:45:21.483828-04"
"746560","2024-04-27",117,115,12,4,"away","home","2025-05-19 12:45:21.483828-04"
"745350","2024-04-27",134,137,4,3,"away","home","2025-05-19 12:45:21.483828-04"
"746245","2024-04-27",142,108,16,5,"away","home","2025-05-19 12:45:21.483828-04"
"745266","2024-04-27",109,136,1,3,"home","away","2025-05-19 12:45:21.483828-04"
"745425","2024-04-27",143,135,5,1,"away","home","2025-05-19 12:45:21.483828-04"
"746971","2024-04-27",112,111,0,17,"home","away","2025-05-19 12:45:21.483828-04"
"746561","2024-04-28",117,115,8,2,"away","home","2025-05-19 12:45:21.76712-04"
"745349","2024-04-28",134,137,2,3,"home","away","2025-05-19 12:45:21.76712-04"
"745265","2024-04-28",109,136,3,2,"away","home","2025-05-19 12:45:21.76712-04"
"745428","2024-04-28",143,135,8,6,"away","home","2025-05-19 12:45:21.76712-04"
"746237","2024-04-28",142,108,11,5,"away","home","2025-05-19 12:45:21.76712-04"
"746967","2024-04-28",112,111,4,5,"home","away","2025-05-19 12:45:21.76712-04"
"746077","2024-04-28",120,146,12,9,"away","home","2025-05-19 12:45:21.76712-04"
"746074","2024-04-29",120,146,7,2,"away","home","2025-05-19 12:45:21.985229-04"
"745999","2024-04-29",139,158,1,0,"away","home","2025-05-19 12:45:21.985229-04"
"745427","2024-04-29",113,135,5,2,"away","home","2025-05-19 12:45:21.985229-04"
"747046","2024-04-29",147,110,0,2,"home","away","2025-05-19 12:45:21.985229-04"
"744945","2024-04-29",118,141,5,6,"home","away","2025-05-19 12:45:21.985229-04"
"745832","2024-04-29",112,121,3,1,"away","home","2025-05-19 12:45:21.985229-04"
"746804","2024-04-29",142,145,3,2,"away","home","2025-05-19 12:45:21.985229-04"
"746236","2024-04-29",143,108,5,6,"home","away","2025-05-19 12:45:21.985229-04"
"747211","2024-04-29",119,109,8,4,"away","home","2025-05-19 12:45:21.985229-04"
"745263","2024-04-29",144,136,1,2,"home","away","2025-05-19 12:45:21.985229-04"
"745672","2024-04-29",134,133,1,5,"home","away","2025-05-19 12:45:21.985229-04"
"747048","2024-05-01",147,110,2,0,"away","home","2025-05-19 12:45:22.538433-04"
"747207","2024-05-01",119,109,8,0,"away","home","2025-05-19 12:45:22.538433-04"
"746072","2024-05-01",115,146,1,4,"home","away","2025-05-19 12:45:22.538433-04"
"745829","2024-05-01",112,121,1,0,"away","home","2025-05-19 12:45:22.538433-04"
"746966","2024-05-01",137,111,2,6,"home","away","2025-05-19 12:45:22.538433-04"
"745023","2024-05-01",120,140,1,0,"away","home","2025-05-19 12:45:22.538433-04"
"746399","2024-05-01",114,117,3,2,"away","home","2025-05-19 12:45:22.538433-04"
"746073","2024-04-30",115,146,6,7,"home","away","2025-05-19 12:45:22.242363-04"
"746477","2024-04-30",138,116,2,1,"away","home","2025-05-19 12:45:22.242363-04"
"746968","2024-04-30",137,111,0,4,"home","away","2025-05-19 12:45:22.242363-04"
"746070","2024-05-02",115,146,4,5,"home","away","2025-05-19 12:45:22.760893-04"
"747210","2024-04-30",119,109,3,4,"home","away","2025-05-19 12:45:22.242363-04"
"747044","2024-05-02",147,110,2,7,"home","away","2025-05-19 12:45:22.760893-04"
"745426","2024-04-30",113,135,4,6,"home","away","2025-05-19 12:45:22.242363-04"
"745830","2024-05-02",112,121,6,7,"home","away","2025-05-19 12:45:22.760893-04"
"746481","2024-04-30",138,116,6,11,"home","away","2025-05-19 12:45:22.242363-04"
"745997","2024-04-30",139,158,2,8,"home","away","2025-05-19 12:45:22.242363-04"
"746806","2024-04-30",142,145,6,5,"away","home","2025-05-19 12:45:22.242363-04"
"744942","2024-04-30",118,141,4,1,"away","home","2025-05-19 12:45:22.242363-04"
"745673","2024-04-30",134,133,2,5,"home","away","2025-05-19 12:45:22.242363-04"
"745260","2024-04-30",144,136,2,3,"home","away","2025-05-19 12:45:22.242363-04"
"746239","2024-04-30",143,108,7,5,"away","home","2025-05-19 12:45:22.242363-04"
"747047","2024-04-30",147,110,2,4,"home","away","2025-05-19 12:45:22.242363-04"
"745831","2024-04-30",112,121,2,4,"home","away","2025-05-19 12:45:22.242363-04"
"745018","2024-04-30",120,140,1,7,"home","away","2025-05-19 12:45:22.242363-04"
"746398","2024-04-30",114,117,9,10,"home","away","2025-05-19 12:45:22.242363-04"
"746478","2024-05-01",138,116,1,4,"home","away","2025-05-19 12:45:22.538433-04"
"745996","2024-05-01",139,158,1,7,"home","away","2025-05-19 12:45:22.538433-04"
"746800","2024-05-01",142,145,10,5,"away","home","2025-05-19 12:45:22.538433-04"
"744939","2024-05-01",118,141,6,1,"away","home","2025-05-19 12:45:22.538433-04"
"745670","2024-05-01",134,133,0,4,"home","away","2025-05-19 12:45:22.538433-04"
"745261","2024-05-01",144,136,5,2,"away","home","2025-05-19 12:45:22.538433-04"
"746238","2024-05-01",143,108,2,1,"away","home","2025-05-19 12:45:22.538433-04"
"745423","2024-05-01",113,135,2,6,"home","away","2025-05-19 12:45:22.538433-04"
"746969","2024-05-02",137,111,3,1,"away","home","2025-05-19 12:45:22.760893-04"
"745021","2024-05-02",120,140,0,6,"home","away","2025-05-19 12:45:22.760893-04"
"746403","2024-05-02",114,117,2,8,"home","away","2025-05-19 12:45:22.760893-04"
"745914","2024-05-03",111,142,2,5,"home","away","2025-05-19 12:45:22.952748-04"
"745756","2024-05-03",116,147,1,2,"home","away","2025-05-19 12:45:22.952748-04"
"745187","2024-05-03",145,138,0,3,"home","away","2025-05-19 12:45:22.952748-04"
"746890","2024-05-03",158,112,3,1,"away","home","2025-05-19 12:45:22.952748-04"
"745510","2024-05-03",115,134,3,2,"away","home","2025-05-19 12:45:22.952748-04"
"744868","2024-05-03",141,120,3,9,"home","away","2025-05-19 12:45:22.952748-04"
"745665","2024-05-03",146,133,1,3,"home","away","2025-05-19 12:45:22.952748-04"
"745589","2024-05-03",137,143,3,4,"home","away","2025-05-19 12:45:22.952748-04"
"746645","2024-05-03",108,114,6,0,"away","home","2025-05-19 12:45:22.952748-04"
"746721","2024-05-03",110,113,3,0,"away","home","2025-05-19 12:45:22.952748-04"
"746318","2024-05-03",140,118,1,7,"home","away","2025-05-19 12:45:22.952748-04"
"746402","2024-05-03",136,117,3,5,"home","away","2025-05-19 12:45:22.952748-04"
"745101","2024-05-03",121,139,8,10,"home","away","2025-05-19 12:45:22.952748-04"
"747208","2024-05-03",135,109,7,1,"away","home","2025-05-19 12:45:22.952748-04"
"746152","2024-05-03",144,119,3,4,"home","away","2025-05-19 12:45:22.952748-04"
"744862","2024-05-04",141,120,6,3,"away","home","2025-05-19 12:45:23.273866-04"
"747126","2024-05-07",111,144,2,4,"home","away","2025-05-19 12:45:24.023034-04"
"746886","2024-05-06",135,112,6,3,"away","home","2025-05-19 12:45:23.773047-04"
"745669","2024-05-06",140,133,4,2,"away","home","2025-05-19 12:45:23.773047-04"
"746639","2024-05-06",116,114,1,2,"home","away","2025-05-19 12:45:23.773047-04"
"745183","2024-05-04",145,138,6,5,"away","home","2025-05-19 12:45:23.273866-04"
"745509","2024-05-06",108,134,1,4,"home","away","2025-05-19 12:45:23.773047-04"
"745098","2024-05-06",145,139,2,8,"home","away","2025-05-19 12:45:23.773047-04"
"746311","2024-05-04",140,118,15,4,"away","home","2025-05-19 12:45:23.273866-04"
"746313","2024-05-06",158,118,2,3,"home","away","2025-05-19 12:45:23.773047-04"
"745912","2024-05-06",136,142,1,3,"home","away","2025-05-19 12:45:23.773047-04"
"745182","2024-05-06",121,138,4,3,"away","home","2025-05-19 12:45:23.773047-04"
"746149","2024-05-06",146,119,3,6,"home","away","2025-05-19 12:45:23.773047-04"
"745511","2024-05-04",115,134,0,1,"home","away","2025-05-19 12:45:23.273866-04"
"745750","2024-05-04",116,147,3,5,"home","away","2025-05-19 12:45:23.273866-04"
"746644","2024-05-04",108,114,1,7,"home","away","2025-05-19 12:45:23.273866-04"
"745100","2024-05-04",121,139,1,3,"home","away","2025-05-19 12:45:23.273866-04"
"745911","2024-05-04",111,142,1,3,"home","away","2025-05-19 12:45:23.273866-04"
"746394","2024-05-04",136,117,5,0,"away","home","2025-05-19 12:45:23.273866-04"
"746884","2024-05-04",158,112,5,6,"home","away","2025-05-19 12:45:23.273866-04"
"745666","2024-05-04",146,133,4,20,"home","away","2025-05-19 12:45:23.273866-04"
"747209","2024-05-04",135,109,13,1,"away","home","2025-05-19 12:45:23.273866-04"
"746155","2024-05-04",144,119,2,11,"home","away","2025-05-19 12:45:23.273866-04"
"746720","2024-05-04",110,113,2,1,"away","home","2025-05-19 12:45:23.273866-04"
"745583","2024-05-04",137,143,3,14,"home","away","2025-05-19 12:45:23.273866-04"
"745504","2024-05-05",115,134,3,5,"home","away","2025-05-19 12:45:23.560994-04"
"746643","2024-05-05",108,114,1,4,"home","away","2025-05-19 12:45:23.560994-04"
"745103","2024-05-05",121,139,6,7,"home","away","2025-05-19 12:45:23.560994-04"
"745913","2024-05-05",111,142,9,2,"away","home","2025-05-19 12:45:23.560994-04"
"746395","2024-05-05",136,117,5,4,"away","home","2025-05-19 12:45:23.560994-04"
"745185","2024-05-05",145,138,5,1,"away","home","2025-05-19 12:45:23.560994-04"
"746314","2024-05-05",140,118,3,2,"away","home","2025-05-19 12:45:23.560994-04"
"746883","2024-05-05",158,112,0,5,"home","away","2025-05-19 12:45:23.560994-04"
"744861","2024-05-05",141,120,8,11,"home","away","2025-05-19 12:45:23.560994-04"
"745667","2024-05-05",146,133,12,3,"away","home","2025-05-19 12:45:23.560994-04"
"747206","2024-05-05",135,109,4,11,"home","away","2025-05-19 12:45:23.560994-04"
"746153","2024-05-05",144,119,1,5,"home","away","2025-05-19 12:45:23.560994-04"
"746719","2024-05-05",110,113,11,1,"away","home","2025-05-19 12:45:23.560994-04"
"745587","2024-05-05",137,143,4,5,"home","away","2025-05-19 12:45:23.560994-04"
"745585","2024-05-06",137,143,1,6,"home","away","2025-05-19 12:45:23.773047-04"
"745508","2024-05-07",108,134,9,0,"away","home","2025-05-19 12:45:24.023034-04"
"745586","2024-05-07",141,143,1,10,"home","away","2025-05-19 12:45:24.023034-04"
"746638","2024-05-07",116,114,11,7,"away","home","2025-05-19 12:45:24.023034-04"
"745668","2024-05-07",140,133,15,8,"away","home","2025-05-19 12:45:24.023034-04"
"745507","2024-05-08",108,134,5,4,"away","home","2025-05-19 12:45:24.311951-04"
"745584","2024-05-08",141,143,5,3,"away","home","2025-05-19 12:45:24.311951-04"
"746640","2024-05-08",116,114,4,5,"home","away","2025-05-19 12:45:24.311951-04"
"746312","2024-05-08",158,118,4,6,"home","away","2025-05-19 12:45:24.311951-04"
"746879","2024-05-08",135,112,3,0,"away","home","2025-05-19 12:45:24.311951-04"
"746151","2024-05-08",146,119,1,3,"home","away","2025-05-19 12:45:24.311951-04"
"745659","2024-05-08",140,133,12,11,"away","home","2025-05-19 12:45:24.311951-04"
"745186","2024-05-07",121,138,7,5,"away","home","2025-05-19 12:45:24.023034-04"
"746315","2024-05-07",158,118,6,5,"away","home","2025-05-19 12:45:24.023034-04"
"746885","2024-05-07",135,112,2,3,"home","away","2025-05-19 12:45:24.023034-04"
"746147","2024-05-07",146,119,2,8,"home","away","2025-05-19 12:45:24.023034-04"
"746718","2024-05-07",109,113,6,2,"away","home","2025-05-19 12:45:24.023034-04"
"744859","2024-05-07",110,120,0,3,"home","away","2025-05-19 12:45:24.023034-04"
"745095","2024-05-07",145,139,1,5,"home","away","2025-05-19 12:45:24.023034-04"
"745752","2024-05-07",117,147,3,10,"home","away","2025-05-19 12:45:24.023034-04"
"745915","2024-05-07",136,142,10,6,"away","home","2025-05-19 12:45:24.023034-04"
"746559","2024-05-07",137,115,5,0,"away","home","2025-05-19 12:45:24.023034-04"
"746715","2024-05-09",109,113,5,4,"away","home","2025-05-19 12:45:24.519082-04"
"745910","2024-05-09",136,142,1,11,"home","away","2025-05-19 12:45:24.519082-04"
"745664","2024-05-08",140,133,4,9,"home","away","2025-05-19 12:45:24.311951-04"
"746563","2024-05-09",137,115,1,9,"home","away","2025-05-19 12:45:24.519082-04"
"744858","2024-05-08",110,120,7,6,"away","home","2025-05-19 12:45:24.311951-04"
"745097","2024-05-08",145,139,4,1,"away","home","2025-05-19 12:45:24.311951-04"
"747127","2024-05-08",111,144,0,5,"home","away","2025-05-19 12:45:24.311951-04"
"746717","2024-05-08",109,113,4,3,"away","home","2025-05-19 12:45:24.311951-04"
"745906","2024-05-08",136,142,3,6,"home","away","2025-05-19 12:45:24.311951-04"
"746562","2024-05-08",137,115,8,6,"away","home","2025-05-19 12:45:24.311951-04"
"745749","2024-05-08",117,147,4,9,"home","away","2025-05-19 12:45:24.311951-04"
"745748","2024-05-09",117,147,4,3,"away","home","2025-05-19 12:45:24.519082-04"
"745995","2024-05-09",138,158,1,7,"home","away","2025-05-19 12:45:24.519082-04"
"746802","2024-05-09",114,145,2,3,"home","away","2025-05-19 12:45:24.519082-04"
"746241","2024-05-09",118,108,10,4,"away","home","2025-05-19 12:45:24.519082-04"
"746071","2024-05-10",143,146,8,2,"away","home","2025-05-19 12:45:24.735989-04"
"746965","2024-05-12",120,111,2,3,"home","away","2025-05-19 12:45:25.335546-04"
"745993","2024-05-10",138,158,2,11,"home","away","2025-05-19 12:45:24.735989-04"
"745499","2024-05-12",112,134,5,4,"away","home","2025-05-19 12:45:25.335546-04"
"745264","2024-05-10",133,136,1,8,"home","away","2025-05-19 12:45:24.735989-04"
"744941","2024-05-12",142,141,5,1,"away","home","2025-05-19 12:45:25.335546-04"
"744940","2024-05-10",142,141,3,2,"away","home","2025-05-19 12:45:24.735989-04"
"747043","2024-05-10",109,110,2,4,"home","away","2025-05-19 12:45:24.735989-04"
"745506","2024-05-10",112,134,7,2,"away","home","2025-05-19 12:45:24.735989-04"
"745827","2024-05-10",144,121,4,2,"away","home","2025-05-19 12:45:24.735989-04"
"746964","2024-05-10",120,111,5,1,"away","home","2025-05-19 12:45:24.735989-04"
"745094","2024-05-10",147,139,2,0,"away","home","2025-05-19 12:45:24.735989-04"
"746479","2024-05-10",117,116,5,2,"away","home","2025-05-19 12:45:24.735989-04"
"746801","2024-05-10",114,145,3,6,"home","away","2025-05-19 12:45:24.735989-04"
"745340","2024-05-10",113,137,4,2,"away","home","2025-05-19 12:45:24.735989-04"
"746553","2024-05-10",140,115,2,4,"home","away","2025-05-19 12:45:24.735989-04"
"745421","2024-05-10",119,135,1,2,"home","away","2025-05-19 12:45:24.735989-04"
"746240","2024-05-10",118,108,2,1,"away","home","2025-05-19 12:45:24.735989-04"
"746476","2024-05-12",117,116,9,3,"away","home","2025-05-19 12:45:25.335546-04"
"746068","2024-05-12",143,146,6,7,"home","away","2025-05-19 12:45:25.335546-04"
"745092","2024-05-12",147,139,10,6,"away","home","2025-05-19 12:45:25.335546-04"
"746798","2024-05-12",114,145,7,0,"away","home","2025-05-19 12:45:25.335546-04"
"746963","2024-05-11",120,111,2,4,"home","away","2025-05-19 12:45:25.060702-04"
"745990","2024-05-12",138,158,4,3,"away","home","2025-05-19 12:45:25.335546-04"
"745096","2024-05-11",147,139,2,7,"home","away","2025-05-19 12:45:25.060702-04"
"746555","2024-05-12",140,115,1,3,"home","away","2025-05-19 12:45:25.335546-04"
"746234","2024-05-12",118,108,4,2,"away","home","2025-05-19 12:45:25.335546-04"
"745419","2024-05-12",119,135,0,4,"home","away","2025-05-19 12:45:25.335546-04"
"745255","2024-05-12",133,136,4,8,"home","away","2025-05-19 12:45:25.335546-04"
"745345","2024-05-12",113,137,5,6,"home","away","2025-05-19 12:45:25.335546-04"
"745825","2024-05-12",144,121,3,4,"home","away","2025-05-19 12:45:25.335546-04"
"745505","2024-05-11",112,134,9,10,"home","away","2025-05-19 12:45:25.060702-04"
"745994","2024-05-11",138,158,3,5,"home","away","2025-05-19 12:45:25.060702-04"
"746554","2024-05-11",140,115,3,8,"home","away","2025-05-19 12:45:25.060702-04"
"747041","2024-05-11",109,110,4,5,"home","away","2025-05-19 12:45:25.060702-04"
"744943","2024-05-11",142,141,8,10,"home","away","2025-05-19 12:45:25.060702-04"
"746480","2024-05-11",117,116,2,8,"home","away","2025-05-19 12:45:25.060702-04"
"746069","2024-05-11",143,146,8,3,"away","home","2025-05-19 12:45:25.060702-04"
"746797","2024-05-11",114,145,1,3,"home","away","2025-05-19 12:45:25.060702-04"
"745344","2024-05-11",113,137,1,5,"home","away","2025-05-19 12:45:25.060702-04"
"746232","2024-05-11",118,108,3,9,"home","away","2025-05-19 12:45:25.060702-04"
"745422","2024-05-11",119,135,5,0,"away","home","2025-05-19 12:45:25.060702-04"
"745262","2024-05-11",133,136,8,1,"away","home","2025-05-19 12:45:25.060702-04"
"745828","2024-05-11",144,121,4,1,"away","home","2025-05-19 12:45:25.060702-04"
"747042","2024-05-12",109,110,9,2,"away","home","2025-05-19 12:45:25.335546-04"
"745821","2024-05-14",143,121,4,0,"away","home","2025-05-19 12:45:25.876119-04"
"745343","2024-05-13",119,137,6,4,"away","home","2025-05-19 12:45:25.554415-04"
"745826","2024-05-13",143,121,5,4,"away","home","2025-05-19 12:45:25.554415-04"
"747040","2024-05-13",141,110,3,2,"away","home","2025-05-19 12:45:25.554415-04"
"746471","2024-05-13",146,116,5,6,"home","away","2025-05-19 12:45:25.554415-04"
"746961","2024-05-13",139,111,5,3,"away","home","2025-05-19 12:45:25.554415-04"
"747128","2024-05-13",112,144,0,2,"home","away","2025-05-19 12:45:25.554415-04"
"745991","2024-05-13",134,158,8,6,"away","home","2025-05-19 12:45:25.554415-04"
"745019","2024-05-13",114,140,7,0,"away","home","2025-05-19 12:45:25.554415-04"
"746393","2024-05-13",133,117,2,9,"home","away","2025-05-19 12:45:25.554415-04"
"746233","2024-05-13",138,108,10,5,"away","home","2025-05-19 12:45:25.554415-04"
"747204","2024-05-13",113,109,5,6,"home","away","2025-05-19 12:45:25.554415-04"
"745420","2024-05-13",115,135,5,4,"away","home","2025-05-19 12:45:25.554415-04"
"745256","2024-05-13",118,136,2,6,"home","away","2025-05-19 12:45:25.554415-04"
"747124","2024-05-14",112,144,0,7,"home","away","2025-05-19 12:45:25.876119-04"
"746799","2024-05-14",120,145,0,4,"home","away","2025-05-19 12:45:25.876119-04"
"745342","2024-05-14",119,137,10,2,"away","home","2025-05-19 12:45:25.876119-04"
"746473","2024-05-14",146,116,1,0,"away","home","2025-05-19 12:45:25.876119-04"
"745989","2024-05-14",134,158,3,4,"home","away","2025-05-19 12:45:25.876119-04"
"746796","2024-05-14",120,145,6,3,"away","home","2025-05-19 12:45:25.876119-04"
"747205","2024-05-14",113,109,6,2,"away","home","2025-05-19 12:45:25.876119-04"
"745418","2024-05-14",115,135,6,3,"away","home","2025-05-19 12:45:25.876119-04"
"745257","2024-05-14",118,136,4,2,"away","home","2025-05-19 12:45:25.876119-04"
"746962","2024-05-14",139,111,4,5,"home","away","2025-05-19 12:45:25.876119-04"
"745909","2024-05-14",147,142,5,1,"away","home","2025-05-19 12:45:25.876119-04"
"745014","2024-05-14",114,140,7,4,"away","home","2025-05-19 12:45:25.876119-04"
"746396","2024-05-14",133,117,1,2,"home","away","2025-05-19 12:45:25.876119-04"
"746235","2024-05-14",138,108,7,6,"away","home","2025-05-19 12:45:25.876119-04"
"747038","2024-05-15",141,110,2,3,"home","away","2025-05-19 12:45:26.147158-04"
"746472","2024-05-15",146,116,2,0,"away","home","2025-05-19 12:45:26.147158-04"
"745992","2024-05-15",134,158,2,10,"home","away","2025-05-19 12:45:26.147158-04"
"746795","2024-05-15",120,145,0,2,"home","away","2025-05-19 12:45:26.147158-04"
"747203","2024-05-15",113,109,1,2,"home","away","2025-05-19 12:45:26.147158-04"
"745417","2024-05-15",115,135,8,0,"away","home","2025-05-19 12:45:26.147158-04"
"745259","2024-05-15",118,136,2,4,"home","away","2025-05-19 12:45:26.147158-04"
"747037","2024-05-17",136,110,2,9,"home","away","2025-05-19 12:45:26.557218-04"
"746641","2024-05-17",142,114,2,3,"home","away","2025-05-19 12:45:26.557218-04"
"747123","2024-05-15",112,144,7,1,"away","home","2025-05-19 12:45:26.147158-04"
"745015","2024-05-15",114,140,0,4,"home","away","2025-05-19 12:45:26.147158-04"
"746231","2024-05-15",138,108,2,7,"home","away","2025-05-19 12:45:26.147158-04"
"745341","2024-05-15",119,137,1,4,"home","away","2025-05-19 12:45:26.147158-04"
"745908","2024-05-15",147,142,4,0,"away","home","2025-05-19 12:45:26.147158-04"
"745582","2024-05-15",121,143,5,10,"home","away","2025-05-19 12:45:26.147158-04"
"746960","2024-05-15",139,111,4,3,"away","home","2025-05-19 12:45:26.147158-04"
"746397","2024-05-15",133,117,0,3,"home","away","2025-05-19 12:45:26.147158-04"
"745907","2024-05-16",147,142,5,0,"away","home","2025-05-19 12:45:26.342087-04"
"745747","2024-05-17",145,147,2,4,"home","away","2025-05-19 12:45:26.557218-04"
"745580","2024-05-16",121,143,6,5,"away","home","2025-05-19 12:45:26.342087-04"
"746959","2024-05-16",139,111,7,5,"away","home","2025-05-19 12:45:26.342087-04"
"746878","2024-05-17",134,112,9,3,"away","home","2025-05-19 12:45:26.557218-04"
"746391","2024-05-16",133,117,1,8,"home","away","2025-05-19 12:45:26.342087-04"
"744934","2024-05-17",139,141,4,3,"away","home","2025-05-19 12:45:26.557218-04"
"746881","2024-05-16",134,112,5,4,"away","home","2025-05-19 12:45:26.342087-04"
"746150","2024-05-16",113,119,7,2,"away","home","2025-05-19 12:45:26.342087-04"
"745179","2024-05-19",111,138,11,3,"away","home","2025-05-19 12:45:27.107457-04"
"747035","2024-05-19",136,110,3,6,"home","away","2025-05-19 12:45:27.107457-04"
"745745","2024-05-19",145,147,2,7,"home","away","2025-05-19 12:45:27.107457-04"
"747036","2024-05-18",136,110,4,3,"away","home","2025-05-19 12:45:26.827654-04"
"745577","2024-05-19",120,143,5,11,"home","away","2025-05-19 12:45:27.107457-04"
"744937","2024-05-19",139,141,2,5,"home","away","2025-05-19 12:45:27.107457-04"
"746636","2024-05-19",142,114,2,5,"home","away","2025-05-19 12:45:27.107457-04"
"746064","2024-05-19",121,146,7,3,"away","home","2025-05-19 12:45:27.107457-04"
"745335","2024-05-17",115,137,5,10,"home","away","2025-05-19 12:45:26.557218-04"
"746065","2024-05-17",121,146,0,8,"home","away","2025-05-19 12:45:26.557218-04"
"745579","2024-05-17",120,143,2,4,"home","away","2025-05-19 12:45:26.557218-04"
"746388","2024-05-17",158,117,4,5,"home","away","2025-05-19 12:45:26.557218-04"
"746310","2024-05-17",133,118,2,6,"home","away","2025-05-19 12:45:26.557218-04"
"747122","2024-05-17",135,144,3,1,"away","home","2025-05-19 12:45:26.557218-04"
"745178","2024-05-17",111,138,6,10,"home","away","2025-05-19 12:45:26.557218-04"
"745016","2024-05-17",108,140,9,3,"away","home","2025-05-19 12:45:26.557218-04"
"747201","2024-05-17",116,109,13,0,"away","home","2025-05-19 12:45:26.557218-04"
"746148","2024-05-17",113,119,3,7,"home","away","2025-05-19 12:45:26.557218-04"
"746392","2024-05-19",158,117,4,9,"home","away","2025-05-19 12:45:27.107457-04"
"746142","2024-05-18",113,119,0,4,"home","away","2025-05-19 12:45:26.827654-04"
"745177","2024-05-18",111,138,2,7,"home","away","2025-05-19 12:45:26.827654-04"
"745744","2024-05-18",145,147,1,6,"home","away","2025-05-19 12:45:26.827654-04"
"745581","2024-05-18",120,143,3,4,"home","away","2025-05-19 12:45:26.827654-04"
"744938","2024-05-18",139,141,5,4,"away","home","2025-05-19 12:45:26.827654-04"
"746642","2024-05-18",142,114,4,11,"home","away","2025-05-19 12:45:26.827654-04"
"746067","2024-05-18",121,146,9,10,"home","away","2025-05-19 12:45:26.827654-04"
"746389","2024-05-18",158,117,4,2,"away","home","2025-05-19 12:45:26.827654-04"
"746308","2024-05-18",133,118,3,5,"home","away","2025-05-19 12:45:26.827654-04"
"746882","2024-05-18",134,112,0,1,"home","away","2025-05-19 12:45:26.827654-04"
"745013","2024-05-18",108,140,2,3,"home","away","2025-05-19 12:45:26.827654-04"
"745339","2024-05-18",115,137,4,14,"home","away","2025-05-19 12:45:26.827654-04"
"747202","2024-05-18",116,109,8,3,"away","home","2025-05-19 12:45:26.827654-04"
"746306","2024-05-19",133,118,4,8,"home","away","2025-05-19 12:45:27.107457-04"
"746880","2024-05-19",134,112,3,2,"away","home","2025-05-19 12:45:27.107457-04"
"745012","2024-05-19",108,140,4,1,"away","home","2025-05-19 12:45:27.107457-04"
"745336","2024-05-19",115,137,1,4,"home","away","2025-05-19 12:45:27.107457-04"
"747198","2024-05-19",116,109,4,6,"home","away","2025-05-19 12:45:27.107457-04"
"746144","2024-05-19",113,119,2,3,"home","away","2025-05-19 12:45:27.107457-04"
"747120","2024-05-19",135,144,9,1,"away","home","2025-05-19 12:45:27.107457-04"
"747121","2024-05-20",135,144,0,3,"home","away","2025-05-19 12:45:27.311957-04"
"747119","2024-05-20",135,144,6,5,"away","home","2025-05-19 12:45:27.311957-04"
"746637","2024-05-20",121,114,1,3,"home","away","2025-05-19 12:45:27.311957-04"
"746066","2024-05-20",158,146,2,3,"home","away","2025-05-19 12:45:27.311957-04"
"744857","2024-05-20",142,120,3,12,"home","away","2025-05-19 12:45:27.311957-04"
"745093","2024-05-20",111,139,5,0,"away","home","2025-05-19 12:45:27.311957-04"
"745746","2024-05-20",136,147,5,4,"away","home","2025-05-19 12:45:27.311957-04"
"744935","2024-05-20",145,141,3,9,"home","away","2025-05-19 12:45:27.311957-04"
"746307","2024-05-20",116,118,3,8,"home","away","2025-05-19 12:45:27.311957-04"
"745181","2024-05-20",110,138,3,6,"home","away","2025-05-19 12:45:27.311957-04"
"746390","2024-05-20",108,117,9,7,"away","home","2025-05-19 12:45:27.311957-04"
"746146","2024-05-20",109,119,4,6,"home","away","2025-05-19 12:45:27.311957-04"
"745502","2024-05-22",137,134,9,5,"away","home","2025-05-19 12:45:27.892251-04"
"746063","2024-05-22",158,146,0,1,"home","away","2025-05-19 12:45:27.892251-04"
"745089","2024-05-22",111,139,8,5,"away","home","2025-05-19 12:45:27.892251-04"
"744933","2024-05-22",145,141,2,9,"home","away","2025-05-19 12:45:27.892251-04"
"746876","2024-05-22",144,112,9,2,"away","home","2025-05-19 12:45:27.892251-04"
"746143","2024-05-22",109,119,6,0,"away","home","2025-05-19 12:45:27.892251-04"
"745743","2024-05-22",136,147,3,7,"home","away","2025-05-19 12:45:27.892251-04"
"745576","2024-05-22",140,143,4,11,"home","away","2025-05-19 12:45:27.892251-04"
"745503","2024-05-21",137,134,6,7,"home","away","2025-05-19 12:45:27.617635-04"
"746712","2024-05-22",135,113,7,3,"away","home","2025-05-19 12:45:27.892251-04"
