book_name,game_pk,as_of_time,away_team_id,away_location,away_team_name,home_team_id,home_location,home_team_name,away_score,home_score,winner,away_odds,home_odds,favorite_side,favorite_odds,underdog_side,underdog_odds,fav_pl,ud_pl
DraftKings,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,100,-120,home,-120,away,100,0.83,-1.00
BetMGM,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,100,-120,home,-120,away,100,0.83,-1.00
FanDuel,744839,2024-06-16 11:00:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,102,-120,home,-120,away,102,0.83,-1.00
Bovada,744839,2024-06-16 11:00:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,-101,-119,home,-119,away,-101,0.84,-1.00
Caesars,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,100,-120,home,-120,away,100,0.83,-1.00
BetRivers,744839,2024-06-16 11:00:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,104,-122,home,-122,away,104,0.82,-1.00
BetOnline.ag,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,104,-114,home,-114,away,104,0.88,-1.00
LowVig.ag,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,104,-114,home,-114,away,104,0.88,-1.00
MyBookie.ag,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,-108,-128,home,-128,away,-108,0.78,-1.00
BetUS,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,104,-114,home,-114,away,104,0.88,-1.00
SuperBook,744839,2024-06-16 11:00:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,105,-115,home,-115,away,105,0.87,-1.00
WynnBET,744839,2024-06-15 23:30:00,146,Miami,Marlins,120,Washington,Nationals,1,3,home,108,-118,home,-118,away,108,0.85,-1.00
DraftKings,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-115,-105,away,-115,home,-105,0.87,-1.00
BetMGM,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-115,-105,away,-115,home,-105,0.87,-1.00
Bovada,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-113,-107,away,-113,home,-107,0.88,-1.00
Caesars,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-115,-105,away,-115,home,-105,0.87,-1.00
BetOnline.ag,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-114,104,away,-114,home,104,0.88,-1.00
LowVig.ag,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-114,104,away,-114,home,104,0.88,-1.00
MyBookie.ag,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-122,-114,away,-122,home,-114,0.82,-1.00
BetUS,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-113,103,away,-113,home,103,0.88,-1.00
SuperBook,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-113,103,away,-113,home,103,0.88,-1.00
WynnBET,744840,2024-06-30 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,7,away,-113,103,away,-113,home,103,0.88,-1.00
DraftKings,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,120,-142,home,-142,away,120,-1.00,1.20
BetMGM,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,120,-145,home,-145,away,120,-1.00,1.20
FanDuel,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,118,-138,home,-138,away,118,-1.00,1.18
Bovada,744841,2024-06-20 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,121,-144,home,-144,away,121,-1.00,1.21
Caesars,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,118,-140,home,-140,away,118,-1.00,1.18
BetRivers,744841,2024-06-20 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,117,-137,home,-137,away,117,-1.00,1.17
BetOnline.ag,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,117,-138,home,-138,away,117,-1.00,1.17
LowVig.ag,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,117,-138,home,-138,away,117,-1.00,1.17
MyBookie.ag,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,117,-143,home,-143,away,117,-1.00,1.17
BetUS,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,127,-142,home,-142,away,127,-1.00,1.27
SuperBook,744841,2024-06-20 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,125,-135,home,-135,away,125,-1.00,1.25
WynnBET,744841,2024-06-19 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,2,away,128,-140,home,-140,away,128,-1.00,1.28
DraftKings,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-155,130,away,-155,home,130,-1.00,1.30
BetMGM,744842,2024-06-19 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-165,140,away,-165,home,140,-1.00,1.40
FanDuel,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-162,136,away,-162,home,136,-1.00,1.36
Bovada,744842,2024-06-19 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-163,137,away,-163,home,137,-1.00,1.37
Caesars,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-155,130,away,-155,home,130,-1.00,1.30
BetRivers,744842,2024-06-19 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-165,140,away,-165,home,140,-1.00,1.40
BetOnline.ag,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-150,138,away,-150,home,138,-1.00,1.38
LowVig.ag,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-150,138,away,-150,home,138,-1.00,1.38
MyBookie.ag,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-169,121,away,-169,home,121,-1.00,1.21
BetUS,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-150,135,away,-150,home,135,-1.00,1.35
SuperBook,744842,2024-06-19 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-160,145,away,-160,home,145,-1.00,1.45
WynnBET,744842,2024-06-18 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,1,3,home,-150,137,away,-150,home,137,-1.00,1.37
DraftKings,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,100,-120,home,-120,away,100,-1.00,1.00
BetMGM,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,100,-120,home,-120,away,100,-1.00,1.00
FanDuel,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,102,-120,home,-120,away,102,-1.00,1.02
Bovada,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,100,-120,home,-120,away,100,-1.00,1.00
Caesars,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,100,-120,home,-120,away,100,-1.00,1.00
BetRivers,744843,2024-06-18 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,106,-124,home,-124,away,106,-1.00,1.06
BetOnline.ag,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,104,-114,home,-114,away,104,-1.00,1.04
LowVig.ag,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,104,-114,home,-114,away,104,-1.00,1.04
MyBookie.ag,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,-108,-128,home,-128,away,-108,-1.00,0.93
BetUS,744843,2024-06-17 23:30:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,105,-115,home,-115,away,105,-1.00,1.05
SuperBook,744843,2024-06-18 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,105,-115,home,-115,away,105,-1.00,1.05
WynnBET,744843,2024-06-18 11:00:00,109,Phoenix,D-backs,120,Washington,Nationals,5,0,away,106,-116,home,-116,away,106,-1.00,1.06
DraftKings,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-180,150,away,-180,home,150,0.56,-1.00
BetMGM,744844,2024-06-06 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-185,150,away,-185,home,150,0.54,-1.00
FanDuel,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-186,156,away,-186,home,156,0.54,-1.00
Bovada,744844,2024-06-06 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-175,144,away,-175,home,144,0.57,-1.00
Caesars,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-178,150,away,-178,home,150,0.56,-1.00
BetRivers,744844,2024-06-06 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-180,150,away,-180,home,150,0.56,-1.00
BetOnline.ag,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-170,156,away,-170,home,156,0.59,-1.00
LowVig.ag,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-170,156,away,-170,home,156,0.59,-1.00
MyBookie.ag,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-192,137,away,-192,home,137,0.52,-1.00
BetUS,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-170,150,away,-170,home,150,0.59,-1.00
SuperBook,744844,2024-06-06 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-165,150,away,-165,home,150,0.61,-1.00
WynnBET,744844,2024-06-05 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,2,away,-175,158,away,-175,home,158,0.57,-1.00
DraftKings,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-205,170,away,-205,home,170,-1.00,1.70
BetMGM,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-210,170,away,-210,home,170,-1.00,1.70
FanDuel,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-225,188,away,-225,home,188,-1.00,1.88
Bovada,744845,2024-06-07 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-211,171,away,-211,home,171,-1.00,1.71
Caesars,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-205,170,away,-205,home,170,-1.00,1.70
BetRivers,744845,2024-06-07 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-200,170,away,-200,home,170,-1.00,1.70
BetOnline.ag,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-195,178,away,-195,home,178,-1.00,1.78
LowVig.ag,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-195,178,away,-195,home,178,-1.00,1.78
MyBookie.ag,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-222,158,away,-222,home,158,-1.00,1.58
BetUS,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-200,170,away,-200,home,170,-1.00,1.70
SuperBook,744845,2024-06-07 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-195,175,away,-195,home,175,-1.00,1.75
WynnBET,744845,2024-06-06 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,1,2,home,-205,185,away,-205,home,185,-1.00,1.85
DraftKings,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,105,-125,home,-125,away,105,0.80,-1.00
BetMGM,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,105,-125,home,-125,away,105,0.80,-1.00
FanDuel,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,100,-118,home,-118,away,100,0.85,-1.00
Bovada,744846,2024-06-15 11:00:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,105,-125,home,-125,away,105,0.80,-1.00
Caesars,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,105,-125,home,-125,away,105,0.80,-1.00
BetRivers,744846,2024-06-15 11:00:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,100,-117,home,-117,away,100,0.85,-1.00
BetOnline.ag,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,106,-116,home,-116,away,106,0.86,-1.00
LowVig.ag,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,106,-116,home,-116,away,106,0.86,-1.00
MyBookie.ag,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,-103,-133,home,-133,away,-103,0.75,-1.00
BetUS,744846,2024-06-15 11:00:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,108,-118,home,-118,away,108,0.85,-1.00
SuperBook,744846,2024-06-15 11:00:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,105,-115,home,-115,away,105,0.87,-1.00
WynnBET,744846,2024-06-14 23:30:00,146,Miami,Marlins,120,Washington,Nationals,0,4,home,110,-120,home,-120,away,110,0.83,-1.00
DraftKings,744847,2024-06-14 11:00:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,140,-166,home,-166,away,140,0.60,-1.00
BetMGM,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,140,-165,home,-165,away,140,0.61,-1.00
FanDuel,744847,2024-06-14 11:00:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,138,-164,home,-164,away,138,0.61,-1.00
Bovada,744847,2024-06-14 11:00:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,140,-168,home,-168,away,140,0.60,-1.00
Caesars,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,143,-170,home,-170,away,143,0.59,-1.00
BetRivers,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,148,-177,home,-177,away,148,0.56,-1.00
BetOnline.ag,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,155,-169,home,-169,away,155,0.59,-1.00
LowVig.ag,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,154,-168,home,-168,away,154,0.60,-1.00
MyBookie.ag,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,139,-164,home,-164,away,139,0.61,-1.00
BetUS,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,145,-165,home,-165,away,145,0.61,-1.00
SuperBook,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,149,-164,home,-164,away,149,0.61,-1.00
WynnBET,744847,2024-06-14 17:30:00,146,Miami,Marlins,120,Washington,Nationals,1,8,home,141,-167,home,-167,away,141,0.60,-1.00
DraftKings,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-135,114,away,-135,home,114,-1.00,1.14
BetMGM,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-140,115,away,-140,home,115,-1.00,1.15
FanDuel,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-142,120,away,-142,home,120,-1.00,1.20
Bovada,744848,2024-06-08 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-139,116,away,-139,home,116,-1.00,1.16
Caesars,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-135,115,away,-135,home,115,-1.00,1.15
BetRivers,744848,2024-06-08 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-136,115,away,-136,home,115,-1.00,1.15
BetOnline.ag,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-130,120,away,-130,home,120,-1.00,1.20
LowVig.ag,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-130,120,away,-130,home,120,-1.00,1.20
MyBookie.ag,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-147,106,away,-147,home,106,-1.00,1.06
BetUS,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-130,120,away,-130,home,120,-1.00,1.20
SuperBook,744848,2024-06-08 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-131,121,away,-131,home,121,-1.00,1.21
WynnBET,744848,2024-06-07 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,3,7,home,-135,123,away,-135,home,123,-1.00,1.23
DraftKings,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-166,140,away,-166,home,140,-1.00,1.40
BetMGM,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-165,140,away,-165,home,140,-1.00,1.40
FanDuel,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-174,146,away,-174,home,146,-1.00,1.46
Bovada,744849,2024-06-09 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-162,136,away,-162,home,136,-1.00,1.36
Caesars,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-165,140,away,-165,home,140,-1.00,1.40
BetRivers,744849,2024-06-09 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-165,140,away,-165,home,140,-1.00,1.40
BetOnline.ag,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-160,147,away,-160,home,147,-1.00,1.47
LowVig.ag,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-160,147,away,-160,home,147,-1.00,1.47
MyBookie.ag,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-182,129,away,-182,home,129,-1.00,1.29
BetUS,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-157,142,away,-157,home,142,-1.00,1.42
SuperBook,744849,2024-06-09 11:00:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-160,145,away,-160,home,145,-1.00,1.45
WynnBET,744849,2024-06-08 23:30:00,144,Atlanta,Braves,120,Washington,Nationals,5,8,home,-165,150,away,-165,home,150,-1.00,1.50
DraftKings,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-115,-105,away,-115,home,-105,0.87,-1.00
BetMGM,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-115,-105,away,-115,home,-105,0.87,-1.00
FanDuel,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-126,108,away,-126,home,108,0.79,-1.00
Bovada,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-116,-104,away,-116,home,-104,0.86,-1.00
Caesars,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-115,-105,away,-115,home,-105,0.87,-1.00
BetRivers,744850,2024-06-04 11:00:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-124,105,away,-124,home,105,0.81,-1.00
BetOnline.ag,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-112,102,away,-112,home,102,0.89,-1.00
LowVig.ag,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-112,102,away,-112,home,102,0.89,-1.00
MyBookie.ag,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-127,-109,away,-127,home,-109,0.79,-1.00
BetUS,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-111,101,away,-111,home,101,0.90,-1.00
SuperBook,744850,2024-06-03 23:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-112,102,away,-112,home,102,0.89,-1.00
WynnBET,744850,2024-06-04 17:30:00,121,Flushing,Mets,120,Washington,Nationals,6,3,away,-135,123,away,-135,home,123,0.74,-1.00
DraftKings,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-170,142,away,-170,home,142,-1.00,1.42
BetMGM,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-175,150,away,-175,home,150,-1.00,1.50
FanDuel,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-176,148,away,-176,home,148,-1.00,1.48
Bovada,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-175,144,away,-175,home,144,-1.00,1.44
Caesars,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-170,143,away,-170,home,143,-1.00,1.43
BetRivers,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-180,155,away,-180,home,155,-1.00,1.55
Unibet,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-180,155,away,-180,home,155,-1.00,1.55
BetOnline.ag,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-164,150,away,-164,home,150,-1.00,1.50
LowVig.ag,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-164,150,away,-164,home,150,-1.00,1.50
MyBookie.ag,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-175,143,away,-175,home,143,-1.00,1.43
BetUS,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-165,145,away,-165,home,145,-1.00,1.45
SuperBook,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-165,150,away,-165,home,150,-1.00,1.50
WynnBET,744851,2024-05-25 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,3,home,-165,150,away,-165,home,150,-1.00,1.50
DraftKings,744852,2024-06-04 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-142,120,away,-142,home,120,0.70,-1.00
BetMGM,744852,2024-06-05 11:00:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-145,120,away,-145,home,120,0.69,-1.00
FanDuel,744852,2024-06-04 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-154,130,away,-154,home,130,0.65,-1.00
Bovada,744852,2024-06-05 11:00:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-142,119,away,-142,home,119,0.70,-1.00
Caesars,744852,2024-06-04 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-140,118,away,-140,home,118,0.71,-1.00
BetRivers,744852,2024-06-05 11:00:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-148,125,away,-148,home,125,0.68,-1.00
BetOnline.ag,744852,2024-06-04 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-135,124,away,-135,home,124,0.74,-1.00
LowVig.ag,744852,2024-06-04 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-135,124,away,-135,home,124,0.74,-1.00
MyBookie.ag,744852,2024-06-04 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-154,112,away,-154,home,112,0.65,-1.00
BetUS,744852,2024-06-04 23:30:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-140,125,away,-140,home,125,0.71,-1.00
SuperBook,744852,2024-06-05 11:00:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-135,125,away,-135,home,125,0.74,-1.00
WynnBET,744852,2024-06-05 11:00:00,121,Flushing,Mets,120,Washington,Nationals,9,1,away,-136,124,away,-136,home,124,0.74,-1.00
DraftKings,744853,2024-05-24 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-148,124,away,-148,home,124,-1.00,1.24
BetMGM,744853,2024-05-24 17:30:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-160,135,away,-160,home,135,-1.00,1.35
FanDuel,744853,2024-05-24 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-148,126,away,-148,home,126,-1.00,1.26
Bovada,744853,2024-05-24 17:30:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-150,126,away,-150,home,126,-1.00,1.26
Caesars,744853,2024-05-24 17:30:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-155,130,away,-155,home,130,-1.00,1.30
BetRivers,744853,2024-05-24 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-152,130,away,-152,home,130,-1.00,1.30
Unibet,744853,2024-05-24 11:00:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-152,130,away,-152,home,130,-1.00,1.30
MyBookie.ag,744853,2024-05-24 17:30:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-152,129,away,-152,home,129,-1.00,1.29
BetUS,744853,2024-05-24 17:30:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-145,130,away,-145,home,130,-1.00,1.30
SuperBook,744853,2024-05-24 17:30:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-150,135,away,-150,home,135,-1.00,1.35
WynnBET,744853,2024-05-24 23:30:00,136,Seattle,Mariners,120,Washington,Nationals,1,6,home,-185,144,away,-185,home,144,-1.00,1.44
DraftKings,744854,2024-06-02 23:30:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,105,-125,home,-125,away,105,-1.00,1.05
BetMGM,744854,2024-06-02 23:30:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,105,-125,home,-125,away,105,-1.00,1.05
FanDuel,744854,2024-06-02 23:30:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,104,-122,home,-122,away,104,-1.00,1.04
Bovada,744854,2024-06-03 11:00:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,105,-125,home,-125,away,105,-1.00,1.05
Caesars,744854,2024-06-02 23:30:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,110,-130,home,-130,away,110,-1.00,1.10
BetRivers,744854,2024-06-02 23:30:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,106,-125,home,-125,away,106,-1.00,1.06
BetOnline.ag,744854,2024-06-02 23:30:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,112,-122,home,-122,away,112,-1.00,1.12
LowVig.ag,744854,2024-06-02 23:30:00,121,Flushing,Mets,120,Washington,Nationals,8,7,away,112,-122,home,-122,away,112,-1.00,1.12
